Original,Translation
shemesi ne betinati khururamo tawe nio abekesia mala be owa efuraimu babaandu ba nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba ne nabo ba ne kakhali balekha omundu ne kakhali lukoba bayingiilila nabakholele be nende yuno enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha kisha wa kwa efuraimu watu wa nafutali walioishi na manase waliua kila mtu kwa nchi ya wakanaani waliokuwa karibu nao wa hapo isipokuwa waliacha mtu isipokuwa waliwalazimisha wawafanyie huyu na wa nyumba yake
shemesi ne betinati khururamo tawe nio abekesia mala be owa efuraimu babaandu ba nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba siimbi ne nabo ba omwo ne kakhali balekha omundu ne kakhali bayingiilila nabakholele yuno nende be enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha kisha wa kwa efuraimu watu wa nafutali walioishi na manase waliua kila mtu akawaonyesha kwa nchi ya wakanaani wawafanyie karibu nao wa hapo shemesi isipokuwa waliacha mtu isipokuwa waliwalazimisha waliokuwa huyu na wa waliokuwa nyumba yake
enyuma we kano omundu niye bayooti balekha baamoni baminakilisha babaandu be khaacha mu sibala sie bahiti mala eya dani babafukiiliila bakobole mu maloba ke ombakhayo lukoba nilwo atiuukha bikulu sikila se bekha babafukiiliila mu maayo tawe,baada ya mtu ambaye waamuzi waliacha waamoni wakafinyina watu wakaenda kwa nchi ya wahiti kisha ukoo wa dani wakarudi kwa mashamba yao waliyojenga mji ambao waliuita mlima kwa sababu hawakuwakubali wakashuka kwa bonde
enyuma we kano omundu niye bayooti balekha baamoni baminakilisha babaandu be khaacha mu sibala sie bahiti mala ekholo eya dani bakobole mu maloba ke ombakhayo lukoba nilwo atiuukha bikulu sikila se babafukiiliila bekha mu maayo tawe,baada ya mtu ambaye waamuzi waliacha mashamba wakafinyina watu wakaenda kwa nchi ya wahiti kisha waliuita wa dani wakarudi kwa waamoni yao waliyojenga mji ambao waliuita mlima kwa sababu hawakuwakubali wakashuka kwa bonde
ne chikholo cha efuraimu babemeelesi babona bibindu nio biboofu manase babamia babakholele bayingiilila biosi nibio wele omunyali owa bioosi mala kimilimo,na koo za efurahimu wasimamizi waliona vitu vikubwa ndipo manase wakaviongoza kisha wakalazimisha vyote ambavyo mungu mweza wa vyote wamewafanyia kazi
ne chikholo cha efuraimu babemeelesi babona bibindu biboofu nio manase babamia mala bayingiilila biosi nibio wele omunyali owa bioosi babakholele kimilimo,na koo za efurahimu wasimamizi waliona vitu vikubwa ndipo manase wakaviongoza mweza kisha wakalazimisha vyote mweza mungu ambavyo wa vyote wamewafanyia kazi
si aaba ne akholeele isiraeli lwe basili lulwakha be baamori lwalakikhira balamu,si alikuwa amewafanyia isiraeli wakiwa wangali mpaka wa waamori ukaanzia balamu
si aaba ne akholeele isiraeli be basili lulwakha lwe baamori lwalakikhira balamu,si alikuwa amewafanyia isiraeli wakiwa wangali mpaka balamu wa waamori ukaanzia balamu
omukholi owa wele omunyali owa bioosi nuni okhwa yoshua afwa,mtumishi wa mungu mweza wa vyote yoshua wa nuni akafariki
omukholi owa wele omunyali owa bioosi yoshua okhwa nuni afwa,mtumishi wa mungu mweza wa vyote yoshua wa nuni akafariki akafariki
ali ne bukhulu bwe kimiiko emia ndala ne,alikuwa na umri wa miaka mia moja na kumi
ali ne bukhulu bwe kimiiko emia ndala ne likhumi,alikuwa na umri na miaka mia moja wa kumi
asikhwa sia maloba kewe omwene e timunatisera mu sibala sie lukulu lwa efuraimu ebunaswa we sikulu mu kaashi,alizikwa kwa mashamba yake mwenyewe ya timunatisera kwa nchi ya mlimawa efuraimu kaskazini wa mlima wa kaashi
asikhwa mu maloba kewe omwene e timunatisera mu sibala sie lukulu lwa efuraimu ebunaswa we sikulu sia kaashi,alizikwa kwa mashamba yake mwenyewe ya timunatisera wa nchi ya mlimawa efuraimu kaskazini wa mlima kwa kaashi
eyo yoosi yafwa mala eselukho eyaloondakho yebilila niko wele omunyali owa bioosi aaba ne akholeele isiraeli,uzao huo wote ulikufa kisha uzao uliofuata ukasahau yale mungu mweza wa vyote alikuwa amewafanyia isiraeli
eselukho eyo yoosi yafwa mala eselukho eyaloondakho yebilila niko wele omunyali owa bioosi aaba ne akholeele isiraeli,uzao huo wote ulikufa kisha uzao ukasahau yale mungu mweza wa vyote alikuwa amewafanyia isiraeli
mala khusaya bakhola bumayanu khu wele omunyali owa bioosi nga barakikha baisiraeli baali,kisha waisraeli wakafanya dhambi kwa mungu mweza wa vyote wakati walianza kumwabudu baali
mala baisiraeli bakhola bumayanu khu wele omunyali owa bioosi nga barakikha khusaya baali,vyote waisraeli wakafanya dhambi kwa mungu mweza wa kisha wakati walianza kumwabudu baali
baloba khusaya wele misiri owa bioosi wele we bakuuka babwe wele owabarusia e omunyali,wakakataa kumwabudu mungu mweza wa vyotemungu wa babu zao mungu aliyewatoa misiri
baloba khusaya wele omunyali owa bioosi wele we bakuuka babwe wele owabarusia e misiri,wakakataa kumwabudu mungu mweza wa vyotemungu wa babu mungu aliyewatoa misiri
baisiraeli baba khusaya bawele babaandi bawele be babaandu ba barakikha siimbi,waisraeli wakaanza kuabudu miungu wengine miungu wa watu waliokuwa karibu
baisiraeli barakikha khusaya bawele babaandi bawele be babaandu ba baba siimbi,waisraeli wakaanza kuabudu miungu wengine miungu wa wengine watu waliokuwa karibu
babasikamila mala baambia wele omunyali owa owa bioosi lirima,wakawainamia kisha wakampa mungu mweza wa vyote hasira
babasikamila mala baambia wele omunyali owa bioosi lirima,wakawainamia kisha wakampa mungu mweza wa hasira
baloba khusaya wele omunyali ba bioosi mala bakholela owa baali ne ashitoreti,wakakataa kumwabudu mungu mweza wa vyote kisha wakafanyia wa baali na ashitoreti
baloba khusaya wele omunyali owa bioosi mala bakholela ba baali ne ashitoreti,wakakataa kumwabudu mungu mweza wa kisha wakafanyia wa baali na ashitoreti
nio wele omunyali bioosi owa aba omurafu lukali khu baisiraeli,ndipo mungu mweza wa vyote akawa mkali kwa waisraeli
nio wele omunyali owa bioosi aba omurafu lukali khu baisiraeli,mungu ndipo mweza wa vyote akawa mkali kwa waisraeli
alekha banuuli babebwakaala mala mala babanula kimiandu,akawacha wanyanganyi wakawavamia kisha wakawanyanganya mali
alekha banuuli babebwakaala mala babanula kimiandu,akawacha wakawavamia wanyanganyi wakawavamia kisha wakawanyanganya mali
alekhula basiku ba lundi siimbi babakhila kamaani mala baisiraeli se banyala khukhwelinda baba tawe,akawachilia maadui waliokuwa karibu wakawashinda nguvu kisha waisraeli hawakuweza kujilinda tena
alekhula basiku ba baba siimbi babakhila kamaani mala baisiraeli se banyala khukhwelinda lundi tawe,akawachilia maadui waliokuwa karibu wakawashinda nguvu kisha waisraeli kujilinda tena
buli lwoosi nga ne bachichanga mwiie nga omunyali owa bioosi se abechanga lubeka lwoosi lwabwe tawe bulayi bwene wele aaba ne aboolile,kila mara wakati walipokuwa wakienda vitani mungu mweza wa vyote haikuwa upande wao vizuri na jinsi alikuwa amewaambia
buli lwoosi nga ne bachichanga mwiie wele omunyali owa bioosi se abechanga lubeka lwabwe tawe bulayi bwene nga aaba ne aboolile,mweza mara wakati walipokuwa wakienda vitani mungu kila wa vyote haikuwa upande wao vizuri na jinsi alikuwa amewaambia
baaba mu butinyu,wakawa kwa shida nyingi
baaba mu butinyu bukali,wakawa nyingi shida kwa
nio wele omunyali owa bioosi aelesia baisiraeli ba babaoona khukhwama khu banuuli,ndipo mungu mweza wa vyote akawapa waisraeli wasimamizi wa waliowafukuza kutoka kwa wanyanganyi
nio wele omunyali owa bioosi aelesia baisiraeli babemeelesi ba babaoona khukhwama khu banuuli,ndipo mungu akawapa wa vyote mweza waisraeli wasimamizi wa waliowafukuza kutoka kwa wanyanganyi
lukoba sefati lwa,mji wa sefati
lukoba lwa sefati,mji sefati
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba ashikeloni ne kamaloba kwalo ashikeloni ne kamaloba kwalo ne ne kamaloba kwalo,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na ekironi na mashamba yao
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba kwalo ashikeloni ne kamaloba kwalo ashikeloni ne kamaloba kwalo ne ekironi ne kamaloba kwalo,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na kuwa ekironi na mashamba yao
ne ya manase se yaoona babaa kwalo ne ekironi ekholo kamaloba kwalo,ukoo wa manase haukuwafukuza waliokuwa hapo na ekironi na mashamba yao
ekholo ya manase se yaoona babaa kwalo ne ekironi ne kamaloba kwalo,ukoo wa manase haukuwafukuza waliokuwa hapo ekironi na mashamba yao
baandu babamenyanga mu ngoba cha wele mu omunyali owa bioosi ayeeta betishani taandachi tori ibuleamu babaandu bayuda mala baamba mekido nende be chingoba chili siimbi khumaloba mu sikulu,watu walioishi kwa miji za mungu mweza wa vyote akasaidia bethshaani taandachi tori ibuleamu watu wayuda kisha wakamshika mekido na wa miji zilizo karibu na mashamba ya kwa mlima
baandu babamenyanga mu ngoba cha wele omunyali owa bioosi ayeeta betishani taandachi tori ibuleamu babaandu bayuda mala baamba mekido nende be chingoba chili siimbi khumaloba ke mu sikulu,watu walioishi kwa miji za mungu mweza wa na akasaidia bethshaani taandachi tori kwa ibuleamu watu wayuda kisha wakamshika mekido na wa miji zilizo karibu vyote mashamba ya kwa mlima
se ne banyala baruramo tawe,na hawakuweza kutoka ndani
ne se banyala baruramo tawe,na ndani kutoka hawakuweza
bakanaani bachiila khuonamo bamenywa be mu lila khumenyamo,wakanaani wakafululiza kuwafukuza wakaazi wa bonde la kuishimo
bakanaani bachiila khuonamo bamenywa be mu maayo lila khumenyamo,wakanaani wakafululiza kuwafukuza wakaazi wakafululiza wa bonde la kuishimo
nga baisiraeli sikila ne tawe sikila baba ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na magari ya vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
nga baisiraeli ne tawe sikila baba ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na magari vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
heburoni lwaebwa khu kanaani babakholelenge kimilimo ne ekholo musa kalebu nga eya ne aloma,heburoni ikapeanwa kwa kanaani wawe wakiwafanyia kazi na ukoo wa kalebu kama musa alivyosema
heburoni lwaebwa khu kanaani babakholelenge kimilimo ne ekholo eya kalebu nga musa ne aloma,heburoni ikapeanwa kwa kanaani wawe wakiwafanyia wa na ukoo kazi kalebu kama musa alivyosema
kakhaba kario se babaoona boosi barura chitaru kalebu aoona chikholo nio baruramo tawe,hata hivyo hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka huko
kakhaba kario se babaoona boosi barura nio kalebu aoona chikholo chitaru baruramo tawe,hata huko hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka hivyo
ekholo baruramo eya efuraimu se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga mu lukoba bayebusi ba babamenyanga mu mu yerusalemu lwe keseri baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa benjamini hawakuwafukuza wakanaani walioishi kwa mji wa wayebusi walioishi kwa yerusalemu kwa keseri hawakuondoka
ekholo eya efuraimu se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga mu lukoba bayebusi ba babamenyanga mu yerusalemu lwe keseri baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa walioishi walioishi hawakuwafukuza wakanaani walioishi kwa mji wa wayebusi benjamini kwa yerusalemu kwa keseri hawakuondoka
bayebusi mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne benjamini,kisha wayebusi walifululiza kuishi na kilio kuishi na benjamini
mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne benjamini,kisha wayebusi walifululiza na kilio kuishi na benjamini
khukhwama endaalo eyo khukhwola ekholo eya sebuluni seyaoona lundi tawe,kutoka siku hiyo kufikia ukoo wa sebuluni hawakufukuza watu tena
khukhwama endaalo eyo khukhwola ekholo eya sebuluni seyaoona baandu lundi tawe,kutoka siku hiyo kufikia ukoo wa sebuluni hawakufukuza watu kufikia tena
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio bakanaani ne nabo,watu walioishi kwenye mji wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi nao
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio bakanaani khumenyayo ne nabo,watu walioishi kwenye mji wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi
manase manase chiula beteli,manase aishinda betheli
manase chiula beteli,aishinda betheli
ne nabo mala ekholo eya sebuluni enju eya yosefu chikholo kimilimo bayingiilila bakholela cha efuraimu ne manase yosi yachamo khu khuupana ne beteli mala sebuluni wele ekholo eya asieri se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu  koo za waliolazimishwa kuwafanyia kazi efuraimu na manase pia ilienda kupigana na betheli kisha mungu ukoo asieri haukuwafukuza mweza wa vyote akawasaidia
ne nabo  mala ekholo eya sebuluni enju eya yosefu  chikholo cha bayingiilila khu bakholela kimilimo efuraimu ne manase yosi yachamo khu khuupana ne beteli mala wele ekholo eya asieri se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu koo za waliolazimishwa mweza kazi efuraimu na manase pia ilienda kupigana na betheli kisha mungu ukoo vyote haukuwafukuza kuwafanyia efuraimu wa asieri akawasaidia
nio baandu ba bamenyanga mu ba cha ako lisina eya yaruma bayooti khu sidoni ahilabu akisibu holiba afeki ne pelelesia beteli enju lie lukoba luno rehobu baruramo tawe babaandu ngoba mu khunyoa liaba bali husi,ndipo watu walioishi kwa mji wa hapo nyumba ya yosefu ikatuma wapelelezi kwa sidoni ahilabu akisibu holiba afeki na kupeleleza betheli jina la mji huu rehobu hawakuondoka watu wa kwanza ikawa husi
nio baandu ba bamenyanga mu ngoba cha ako enju eya yosefu yaruma bayooti khu sidoni ahilabu akisibu holiba afeki ne pelelesia beteli lisina lie lukoba luno rehobu baruramo tawe babaandu ba mu khunyoa liaba bali husi,ndipo watu walioishi kwa mji wa hapo ya yosefu ikatuma wapelelezi kwa sidoni afeki ahilabu akisibu holiba afeki na kupeleleza betheli jina la mji huu rehobu hawakuondoka kwanza watu wa kwanza ikawa husi
bayooti ashera bamenya ne bakanaani ba baaba abo babona omundu alikho arura musumbi ne nabo sikila se babaoona barura lukoba omwo ne bamuboona aruramo tawe,wapelelezi wa asheri walioishi na wakanaani waliokuwa hapo waliona mtu akiwa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji huo na akaeenda kisha hawakumuona akiondoka
bayooti ashera bamenya ne bakanaani ba baaba abo babona omundu alikho arura musumbi ne nabo sikila se babaoona barura lukoba omwo ne acha mala bamuboona aruramo tawe,wapelelezi akiwa asheri walioishi na wakanaani waliokuwa hapo waliona mtu wa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji akiondoka na akaeenda kisha hawakumuona huo
bali kamalayi nga ne ekholo khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala bamenywa be mu ngoba cha beti efwe khulakhukholela khwekesie,kuwa tuonyeshe jinsi tunavyoweza ukoo wa nafutali haukuwafukuza tukaingia kwa mji huu kisha wakaazi wa mji wa beti sisi tutakufanyia mema
bali khwekesie nga ne khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala bamenywa be mu ngoba cha beti efwe khulakhukholela kamalayi,kuwa kwa jinsi tunavyoweza ukoo huu wa nafutali haukuwafukuza tukaingia tuonyeshe mji huu kisha wakaazi wa mji wa beti sisi tutakufanyia mema
shemesi ne betinati khururamo tawe abekesia be abekesia mala ba owa efuraimu babaandu nio nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba siimbi ne nabo bamenya ba omwo ne kakhali balekha omundu ne kakhali bayingiilila nabakholele yuno nende be enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha kisha wa kwa efuraimu watu wa nafutali walioishi na manase waliua kila mtu kwa nchi ya wakanaani waliokuwa karibu nao wa hapo isipokuwa waliacha mtu isipokuwa waliwalazimisha wawafanyie huyu na wa nyumba yake
shemesi ne betinati khururamo tawe nio abekesia mala be owa efuraimu babaandu ba nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba siimbi ne nabo ba omwo ne kakhali balekha omundu ne kakhali bayingiilila nabakholele yuno nende be enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha wa kwa efuraimu watu wa nafutali walioishi akawaonyesha na manase waliua kila mtu kwa nchi ya wakanaani waliokuwa isipokuwa nao nyumba hapo karibu waliacha mtu isipokuwa waliwalazimisha wawafanyie huyu na wa wa yake
enyuma we kano omundu niye atiuukha baamoni baminakilisha mala babaandu be khaacha mu sibala sie bahiti mala ekholo eya dani bakobole mu maloba ke ombakhayo lukoba nilwo balekha bikulu sikila se babafukiiliila bekha mu maayo tawe,baada ya mtu ambaye waamuzi waliacha waamoni wakafinyina watu wakaenda kwa nchi ya wahiti kisha ukoo wa dani wakarudi kwa mashamba yao waliyojenga mji ambao waliuita mlima kwa sababu hawakuwakubali wakashuka kwa bonde
enyuma we kano omundu niye bayooti balekha baamoni baminakilisha babaandu be khaacha mu sibala sie bahiti mala ekholo eya dani bakobole mu maloba ke ombakhayo lukoba nilwo atiuukha bikulu sikila se babafukiiliila bekha mu maayo tawe,baada kwa ya mtu ambaye waamuzi waliacha waamoni wakafinyina watu yao kwa nchi ya wahiti kisha ukoo wa dani wakarudi kwa mashamba wakaenda waliyojenga mji ambao waliuita ya mlima kwa sababu hawakuwakubali wakashuka kwa bonde
ne chikholo cha efuraimu babemeelesi babona bibindu biboofu nio manase babamia mala bayingiilila biosi nibio babamia omunyali wele owa bioosi babakholele kimilimo,na ukoo wa efuraimu wasimamizi wakaona vitu vikubwa ambavyo manase walitoa kisha wakawalazimisha vyote ambavyo mungu mweza wa vyote amewafanyia kazi
ne chikholo cha efuraimu babemeelesi babona bibindu biboofu nio manase babamia mala bayingiilila biosi nibio wele omunyali owa bioosi babakholele kimilimo,na ukoo wa efuraimu wasimamizi wakaona vitu vikubwa ambavyo manase walitoa kisha wakawalazimisha vyote ambavyo mungu mweza amewafanyia wa vyote amewafanyia
si aaba ne akholeele isiraeli be basili lulwakha lwe lwe baamori lwalakikhira balamu,si alikuwa amewafanyia isiraeli wakiwa wangali mpaka wa waamori ukaanzia balamu
si aaba ne akholeele isiraeli be basili lulwakha lwe baamori lwalakikhira balamu,si alikuwa amewafanyia alikuwa isiraeli wakiwa wangali mpaka wa waamori ukaanzia balamu
omunyali omukholi owa wele omunyali owa bioosi yoshua okhwa nuni afwa,mtumishi wa mungu mweza wa vyote yoshua wa nuni akafariki
